date,season,player_name,nba_team,contract_type,year,season_id,season_type,team_id,player_id,position,total_games_played,total_games_started,total_minutes,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_flagrant_fouls,total_ejections,total_foulouts,total_tech_fouls_non_unsportsmanlike,total_true_shooting_att,total_true_shooting_pct,total_efficiency,total_field_goals_at_rim_made,total_field_goals_at_rim_att,total_field_goals_at_rim_pct,total_field_goals_at_midrange_made,total_field_goals_at_midrange_att,total_field_goals_at_midrange_pct,total_usage_pct,avg_minutes,avg_points,avg_off_rebounds,avg_def_rebounds,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_personal_fouls,avg_flagrant_fouls,avg_blocked_att,avg_field_goals_made,avg_field_goals_att,avg_three_points_made,avg_three_points_att,avg_free_throws_made,avg_free_throws_att,avg_two_points_made,avg_two_points_att,avg_efficiency,avg_true_shooting_att,games_played,minutes,points,assists,rebounds,steals,blocks,turnovers,fgm,fga,tpm,tpa,ftm,fta
2021-12-29,2021-22,Jaylen Hoard,Oklahoma City Thunder,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,25556881-5c14-453e-b02d-bfb28073fb8d,F,25.0,15.0,622.0,108.0,203.0,0.532,107.0,194.0,0.552,1.0,9.0,0.111,27.0,34.0,61.0,0.557,58.0,113.0,171.0,53.0,22.0,2.41,21.0,15.0,64.0,0.0,274.0,0.0,0.0,1.0,0.0,229.84,0.596,390.0,57.0,84.0,0.679,0.0,2.0,0.0,17.54,24.9,11.0,2.32,4.52,6.84,2.1,0.84,0.6,0.88,2.56,0.0,1.08,4.32,8.12,0.04,0.36,1.36,2.44,4.28,7.76,15.6,9.19,25.0,622.0,274.0,53.0,171.0,21.0,15.0,22.0,108.0,203.0,1.0,9.0,34.0,61.0
2021-12-23,2021-22,Javin DeLaurier,Milwaukee Bucks,10-day contract,2021,2021.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,6b2bb503-7199-48ad-96ee-bcc233b6af7f,C,29.0,20.0,643.0,88.0,160.0,0.55,87.0,141.0,0.617,1.0,19.0,0.053,13.0,12.0,29.0,0.414,75.0,163.0,238.0,46.0,26.0,1.77,29.0,31.0,90.0,1.0,196.0,0.0,0.0,0.0,0.0,172.76,0.567,425.0,70.0,105.0,0.667,2.0,6.0,0.333,13.05,22.2,6.8,2.59,5.62,8.21,1.6,1.0,1.07,0.9,3.1,0.0,0.45,3.03,5.52,0.03,0.66,0.41,1.0,3.0,4.86,14.66,5.96,29.0,643.0,196.0,46.0,238.0,29.0,31.0,26.0,88.0,160.0,1.0,19.0,12.0,29.0
2021-12-26,2021-22,Jarron Cumberland,Portland Trail Blazers,10-day contract,2021,2021.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,8d7a420f-b7f2-4a43-adab-de9bd1681a2c,G,9.0,2.0,223.0,29.0,68.0,0.426,20.0,38.0,0.526,9.0,30.0,0.3,7.0,18.0,23.0,0.783,7.0,29.0,36.0,33.0,26.0,1.27,12.0,8.0,21.0,1.0,94.0,0.0,0.0,0.0,0.0,78.12,0.602,113.0,13.0,21.0,0.619,1.0,5.0,0.2,19.24,24.8,10.4,0.78,3.22,4.0,3.7,1.33,0.89,2.89,2.33,0.0,0.78,3.22,7.56,1.0,3.33,2.0,2.56,2.22,4.22,12.56,8.68,9.0,223.0,94.0,33.0,36.0,12.0,8.0,26.0,29.0,68.0,9.0,30.0,18.0,23.0
2021-04-23,2020-21,Jared Harper,New York Knicks,10-day contract,2021,2021.0,REG,a565062b-f8be-4a7f-b1f1-502057f3b365,a7046268-abc8-4375-b479-ef70719a984d,G,23.0,23.0,783.0,160.0,322.0,0.497,102.0,182.0,0.56,58.0,140.0,0.414,10.0,66.0,85.0,0.776,8.0,72.0,80.0,173.0,56.0,3.09,32.0,6.0,52.0,1.0,488.0,0.0,0.0,0.0,0.0,359.4,0.679,542.0,32.0,48.0,0.667,22.0,45.0,0.489,24.2,34.0,21.2,0.35,3.13,3.48,7.5,1.39,0.26,2.43,2.26,0.0,0.43,6.96,14.0,2.52,6.09,2.87,3.7,4.43,7.91,23.57,15.63,23.0,783.0,488.0,173.0,80.0,32.0,6.0,56.0,160.0,322.0,58.0,140.0,66.0,85.0
2021-12-18,2021-22,James Ennis,Brooklyn Nets,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,2021-22,James Ennis,Los Angeles Clippers,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,2021-22,Jaime Echenique,Washington Wizards,10-day contract,2021,2021.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,da1833d8-c062-4403-898e-7b6444655f71,C,28.0,28.0,766.0,195.0,345.0,0.565,194.0,341.0,0.569,1.0,4.0,0.25,41.0,57.0,70.0,0.814,112.0,176.0,288.0,37.0,47.0,0.79,14.0,24.0,94.0,3.0,489.0,1.0,1.0,1.0,0.0,375.8,0.651,642.0,105.0,135.0,0.778,4.0,17.0,0.235,23.72,27.4,17.5,4.0,6.29,10.29,1.3,0.5,0.86,1.68,3.36,0.04,1.46,6.96,12.32,0.04,0.14,2.04,2.5,6.93,12.18,22.93,13.42,28.0,766.0,489.0,37.0,288.0,14.0,24.0,47.0,195.0,345.0,1.0,4.0,57.0,70.0
2021-04-03,2020-21,Isaiah Thomas,New Orleans Pelicans,10-day contract,2021,2021.0,REG,bbeebcb5-0d9b-4992-bcba-cbde3ec60628,ad0462fd-9563-41bb-b525-63558edcf2c2,G,3.0,3.0,113.0,38.0,73.0,0.521,21.0,36.0,0.583,17.0,37.0,0.459,6.0,18.0,23.0,0.783,0.0,11.0,11.0,20.0,18.0,1.11,1.0,0.0,5.0,0.0,124.0,0.0,0.0,0.0,0.0,83.12,0.746,98.0,8.0,10.0,0.8,4.0,8.0,0.5,39.45,37.7,41.3,0.0,3.67,3.67,6.7,0.33,0.0,6.0,1.67,0.0,2.0,12.67,24.33,5.67,12.33,6.0,7.67,7.0,12.0,32.67,27.71,3.0,113.0,124.0,20.0,11.0,1.0,0.0,18.0,38.0,73.0,17.0,37.0,18.0,23.0
2021-12-29,2021-22,Isaiah Thomas,Dallas Mavericks,10-day contract,2021,2021.0,REG,bbeebcb5-0d9b-4992-bcba-cbde3ec60628,ad0462fd-9563-41bb-b525-63558edcf2c2,G,3.0,3.0,113.0,38.0,73.0,0.521,21.0,36.0,0.583,17.0,37.0,0.459,6.0,18.0,23.0,0.783,0.0,11.0,11.0,20.0,18.0,1.11,1.0,0.0,5.0,0.0,124.0,0.0,0.0,0.0,0.0,83.12,0.746,98.0,8.0,10.0,0.8,4.0,8.0,0.5,39.45,37.7,41.3,0.0,3.67,3.67,6.7,0.33,0.0,6.0,1.67,0.0,2.0,12.67,24.33,5.67,12.33,6.0,7.67,7.0,12.0,32.67,27.71,3.0,113.0,124.0,20.0,11.0,1.0,0.0,18.0,38.0,73.0,17.0,37.0,18.0,23.0
2021-12-17,2021-22,Isaiah Thomas,Los Angeles Lakers,10-day contract,2021,2021.0,REG,bbeebcb5-0d9b-4992-bcba-cbde3ec60628,ad0462fd-9563-41bb-b525-63558edcf2c2,G,3.0,3.0,113.0,38.0,73.0,0.521,21.0,36.0,0.583,17.0,37.0,0.459,6.0,18.0,23.0,0.783,0.0,11.0,11.0,20.0,18.0,1.11,1.0,0.0,5.0,0.0,124.0,0.0,0.0,0.0,0.0,83.12,0.746,98.0,8.0,10.0,0.8,4.0,8.0,0.5,39.45,37.7,41.3,0.0,3.67,3.67,6.7,0.33,0.0,6.0,1.67,0.0,2.0,12.67,24.33,5.67,12.33,6.0,7.67,7.0,12.0,32.67,27.71,3.0,113.0,124.0,20.0,11.0,1.0,0.0,18.0,38.0,73.0,17.0,37.0,18.0,23.0
2021-02-26,2020-21,Iman Shumpert,Brooklyn Nets,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,2020-21,Ignas Brazdeikis,Orlando Magic,10-day contract followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,2020-21,Henry Ellenson,Toronto Raptors,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,2021-22,Haywood Highsmith,Miami Heat,Three or more 10-day contracts followed by signing for the rest of season,2021,2021.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,b97a9227-fb5a-4aa8-9f75-3215ef38a4d6,F,11.0,7.0,324.0,54.0,108.0,0.5,28.0,41.0,0.683,26.0,67.0,0.388,3.0,9.0,14.0,0.643,21.0,40.0,61.0,27.0,6.0,4.5,10.0,11.0,18.0,2.0,147.0,0.0,0.0,0.0,0.0,114.16,0.644,191.0,25.0,31.0,0.806,1.0,2.0,0.5,15.28,29.5,13.4,1.91,3.64,5.55,2.5,0.91,1.0,0.55,1.64,0.0,0.27,4.91,9.82,2.36,6.09,0.82,1.27,2.55,3.73,17.36,10.38,11.0,324.0,147.0,27.0,61.0,10.0,11.0,6.0,54.0,108.0,26.0,67.0,9.0,14.0
2021-12-17,2021-22,Hassani Gravett,Orlando Magic,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,2021-22,Greg Monroe,Minnesota Timberwolves,10-day contract,2021,2021.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,94a9c8e6-d4b0-424e-b231-e617454dee3b,F-C,18.0,3.0,405.0,96.0,160.0,0.6,96.0,159.0,0.604,0.0,1.0,0.0,12.0,30.0,46.0,0.652,48.0,104.0,152.0,78.0,31.0,2.52,25.0,23.0,45.0,6.0,236.0,0.0,0.0,0.0,0.0,180.24,0.655,403.0,54.0,78.0,0.692,4.0,14.0,0.286,22.41,22.5,13.1,2.67,5.78,8.44,4.3,1.39,1.28,1.72,2.5,0.0,0.67,5.33,8.89,0.0,0.06,1.67,2.56,5.33,8.83,22.39,10.01,18.0,405.0,236.0,78.0,152.0,25.0,23.0,31.0,96.0,160.0,0.0,1.0,30.0,46.0
2021-12-22,2021-22,George King,Dallas Mavericks,10-day contract,2021,2021.0,REG,80411a5b-5ac0-4297-a19d-2dff8e0b611b,8d68de80-9a7e-42b0-8d8c-5c22c8a7d8ec,F-G,32.0,32.0,1074.0,144.0,324.0,0.444,65.0,115.0,0.565,79.0,209.0,0.378,22.0,38.0,50.0,0.76,24.0,187.0,211.0,98.0,45.0,2.18,44.0,19.0,69.0,1.0,431.0,0.0,0.0,0.0,0.0,346.0,0.623,566.0,40.0,57.0,0.702,7.0,18.0,0.389,15.86,33.6,13.5,0.75,5.84,6.59,3.1,1.38,0.59,1.41,2.16,0.0,0.69,4.5,10.13,2.47,6.53,1.19,1.56,2.03,3.59,17.69,10.81,32.0,1074.0,431.0,98.0,211.0,44.0,19.0,45.0,144.0,324.0,79.0,209.0,38.0,50.0
2021-04-08,2020-21,Gary Payton II,Golden State Warriors,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,2020-21,Freddie Gillespie,Toronto Raptors,Two 10-day contracts followed by signing for the rest of season,2021,2021.0,REG,4e26f748-e98f-412e-9c27-f04b255e7f25,2d6fc96a-3da7-4754-b149-4fdb43058973,F,22.0,8.0,457.0,83.0,136.0,0.61,81.0,131.0,0.618,2.0,5.0,0.4,12.0,17.0,25.0,0.68,53.0,77.0,130.0,19.0,21.0,0.9,17.0,32.0,65.0,3.0,201.0,2.0,0.0,1.0,0.0,147.0,0.684,317.0,44.0,54.0,0.815,4.0,15.0,0.267,15.89,20.8,9.1,2.41,3.5,5.91,0.9,0.77,1.45,0.95,2.95,0.09,0.55,3.77,6.18,0.09,0.23,0.77,1.14,3.68,5.95,14.41,6.68,22.0,457.0,201.0,19.0,130.0,17.0,32.0,21.0,83.0,136.0,2.0,5.0,17.0,25.0
2021-12-21,2021-22,Freddie Gillespie,Orlando Magic,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,4e26f748-e98f-412e-9c27-f04b255e7f25,2d6fc96a-3da7-4754-b149-4fdb43058973,F,22.0,8.0,457.0,83.0,136.0,0.61,81.0,131.0,0.618,2.0,5.0,0.4,12.0,17.0,25.0,0.68,53.0,77.0,130.0,19.0,21.0,0.9,17.0,32.0,65.0,3.0,201.0,2.0,0.0,1.0,0.0,147.0,0.684,317.0,44.0,54.0,0.815,4.0,15.0,0.267,15.89,20.8,9.1,2.41,3.5,5.91,0.9,0.77,1.45,0.95,2.95,0.09,0.55,3.77,6.18,0.09,0.23,0.77,1.14,3.68,5.95,14.41,6.68,22.0,457.0,201.0,19.0,130.0,17.0,32.0,21.0,83.0,136.0,2.0,5.0,17.0,25.0
2021-12-28,2021-22,Feron Hunt,New Orleans Pelicans,10-day contract,2021,2021.0,REG,4dc54726-0738-413b-98b1-5b90dfe99aae,4e51d9b7-e803-4842-b83b-59934938fab7,F,7.0,6.0,242.0,50.0,93.0,0.538,43.0,71.0,0.606,7.0,22.0,0.318,6.0,7.0,9.0,0.778,18.0,28.0,46.0,25.0,17.0,1.47,12.0,11.0,17.0,1.0,118.0,0.0,0.0,1.0,0.0,96.96,0.608,150.0,28.0,35.0,0.8,1.0,2.0,0.5,20.74,34.6,16.9,2.57,4.0,6.57,3.6,1.71,1.57,2.43,2.43,0.0,0.86,7.14,13.29,1.0,3.14,1.0,1.29,6.14,10.14,21.43,13.85,7.0,242.0,118.0,25.0,46.0,12.0,11.0,17.0,50.0,93.0,7.0,22.0,7.0,9.0
2021-12-28,2021-22,Feron Hunt,New Orleans Pelicans,10-day contract,2021,2021.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,4e51d9b7-e803-4842-b83b-59934938fab7,F,27.0,27.0,947.0,201.0,365.0,0.551,168.0,278.0,0.604,33.0,87.0,0.379,25.0,35.0,47.0,0.745,72.0,143.0,215.0,67.0,59.0,1.14,42.0,27.0,79.0,5.0,497.0,0.0,0.0,1.0,0.0,385.68,0.644,613.0,107.0,134.0,0.799,1.0,10.0,0.1,20.73,35.1,18.4,2.67,5.3,7.96,2.5,1.56,1.0,2.19,2.93,0.0,0.93,7.44,13.52,1.22,3.22,1.3,1.74,6.22,10.3,22.7,14.28,27.0,947.0,497.0,67.0,215.0,42.0,27.0,59.0,201.0,365.0,33.0,87.0,35.0,47.0
2021-12-22,2021-22,Ersan Ilyasova,Chicago Bulls,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22,2021-22,Emmanuel Mudiay,Sacramento Kings,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,2021-22,Emanuel Terry,Phoenix Suns,10-day contract,2021,2021.0,REG,b971b187-c542-4b76-9548-114acc564e05,6767797b-b7cc-48bd-9811-4ae0f72ce17a,F,30.0,17.0,816.0,181.0,271.0,0.668,181.0,271.0,0.668,0.0,0.0,0.0,15.0,31.0,57.0,0.544,78.0,175.0,253.0,68.0,70.0,0.97,29.0,28.0,77.0,3.0,410.0,1.0,0.0,2.0,0.0,296.08,0.692,602.0,118.0,148.0,0.797,5.0,9.0,0.556,20.61,27.2,13.7,2.6,5.83,8.43,2.3,0.97,0.93,2.33,2.57,0.03,0.5,6.03,9.03,0.0,0.0,1.03,1.9,6.03,9.03,20.07,9.87,30.0,816.0,410.0,68.0,253.0,29.0,28.0,70.0,181.0,271.0,0.0,0.0,31.0,57.0
2021-04-13,2020-21,Donta Hall,Orlando Magic,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,2020-21,Donta Hall,Toronto Raptors,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,2020-21,Devin Cannady,Orlando Magic,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,2021-22,Derrick Walton,Detroit Pistons,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,2021-22,Deividas Sirvydis,Detroit Pistons,10-day contract,2021,2021.0,REG,452c9579-2fea-4534-8d18-5c701c8912db,1264f07c-c758-4e98-ae6d-34baf3001465,F-G,21.0,7.0,458.0,85.0,190.0,0.447,39.0,63.0,0.619,46.0,127.0,0.362,7.0,26.0,34.0,0.765,8.0,72.0,80.0,26.0,30.0,0.87,14.0,3.0,37.0,0.0,263.0,0.0,0.0,0.0,0.0,204.96,0.642,243.0,19.0,25.0,0.76,1.0,3.0,0.333,21.68,21.8,12.5,0.38,3.43,3.81,1.2,0.67,0.14,1.43,1.76,0.0,0.33,4.05,9.05,2.19,6.05,1.24,1.62,1.86,3.0,11.57,9.76,21.0,458.0,263.0,26.0,80.0,14.0,3.0,30.0,85.0,190.0,46.0,127.0,26.0,34.0
2021-04-05,2020-21,DeMarcus Cousins,Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,2021-22,DeJon Jarreau,Houston Rockets,10-day contract,2021,2021.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,6ee7963d-bf25-488e-9464-80b9a4f14207,G,6.0,4.0,153.0,23.0,69.0,0.333,19.0,52.0,0.365,4.0,17.0,0.235,6.0,6.0,10.0,0.6,7.0,28.0,35.0,25.0,15.0,1.67,4.0,6.0,13.0,0.0,61.0,0.0,0.0,0.0,0.0,73.4,0.416,66.0,2.0,5.0,0.4,3.0,10.0,0.3,25.51,25.5,10.2,1.17,4.67,5.83,4.2,0.67,1.0,2.5,2.17,0.0,1.0,3.83,11.5,0.67,2.83,1.0,1.67,3.17,8.67,11.0,12.23,6.0,153.0,61.0,25.0,35.0,4.0,6.0,15.0,23.0,69.0,4.0,17.0,6.0,10.0
2021-12-28,2021-22,DeJon Jarreau,Houston Rockets,10-day contract,2021,2021.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,6ee7963d-bf25-488e-9464-80b9a4f14207,G,12.0,0.0,255.0,53.0,112.0,0.473,44.0,84.0,0.524,9.0,28.0,0.321,5.0,16.0,21.0,0.762,13.0,45.0,58.0,49.0,13.0,3.77,9.0,8.0,19.0,1.0,142.0,0.0,0.0,0.0,0.0,121.24,0.586,189.0,17.0,24.0,0.708,1.0,12.0,0.083,22.62,21.3,11.8,1.08,3.75,4.83,4.1,0.75,0.67,1.08,1.58,0.0,0.42,4.42,9.33,0.75,2.33,1.33,1.75,3.67,7.0,15.75,10.1,12.0,255.0,142.0,49.0,58.0,9.0,8.0,13.0,53.0,112.0,9.0,28.0,16.0,21.0
2021-12-04,2021-22,Davon Reed,Denver Nuggets,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,bbeebcb5-0d9b-4992-bcba-cbde3ec60628,7c453465-d846-450d-bce0-d0d05ba01c31,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-24,2021-22,Darren Collison,Los Angeles Lakers,10-day contract,2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,a35bc4f1-0970-4cc8-be18-57127cedfe40,G,3.0,2.0,73.0,14.0,22.0,0.636,12.0,17.0,0.706,2.0,5.0,0.4,1.0,2.0,3.0,0.667,1.0,7.0,8.0,13.0,4.0,3.25,4.0,1.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,23.32,0.729,47.0,2.0,3.0,0.667,7.0,8.0,0.875,15.75,24.3,11.3,0.33,2.33,2.67,4.3,1.33,0.33,1.33,2.0,0.0,0.33,4.67,7.33,0.67,1.67,0.67,1.0,4.0,5.67,15.67,7.77,3.0,73.0,34.0,13.0,8.0,4.0,1.0,4.0,14.0,22.0,2.0,5.0,2.0,3.0
2021-12-23,2021-22,Danuel House,New York Knicks,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,2021-22,Daniel Oturu,Toronto Raptors,10-day contract,2021,2021.0,REG,34f6b263-8f03-481a-9e59-0ce0bcd86480,5867e4de-afec-4f8f-b1d9-67f0a4401978,C,29.0,12.0,645.0,150.0,263.0,0.57,141.0,225.0,0.627,9.0,38.0,0.237,22.0,49.0,86.0,0.57,72.0,133.0,205.0,28.0,51.0,0.55,14.0,17.0,65.0,2.0,386.0,0.0,0.0,0.0,0.0,300.84,0.642,449.0,101.0,140.0,0.721,3.0,7.0,0.429,24.12,22.2,13.3,2.48,4.59,7.07,1.0,0.48,0.59,1.76,2.24,0.0,0.76,5.17,9.07,0.31,1.31,1.69,2.97,4.86,7.76,15.48,10.37,29.0,645.0,386.0,28.0,205.0,14.0,17.0,51.0,150.0,263.0,9.0,38.0,49.0,86.0
2021-12-21,2021-22,Damyean Dotson,New York Knicks,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,0f009580-dda8-4080-aa43-5d58a17028f6,1ab7bf9f-4dcb-488e-829b-64c80ccec173,G,25.0,23.0,786.0,132.0,301.0,0.439,77.0,152.0,0.507,55.0,149.0,0.369,5.0,43.0,47.0,0.915,4.0,81.0,85.0,101.0,30.0,3.37,27.0,7.0,47.0,1.0,377.0,0.0,0.0,0.0,0.0,321.68,0.586,394.0,25.0,37.0,0.676,37.0,78.0,0.474,18.82,31.4,15.1,0.16,3.24,3.4,4.0,1.08,0.28,1.2,1.88,0.0,0.2,5.28,12.04,2.2,5.96,1.72,1.88,3.08,6.08,15.76,12.87,25.0,786.0,377.0,101.0,85.0,27.0,7.0,30.0,132.0,301.0,55.0,149.0,43.0,47.0
2021-02-26,2020-21,Damian Jones,Los Angeles Lakers,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,2020-21,Damian Jones,Sacramento Kings,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,2021-22,Dakota Mathias,Memphis Grizzlies,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,54c609af-c8af-4554-b6cf-e994b0223f83,G,4.0,4.0,144.0,19.0,50.0,0.38,8.0,24.0,0.333,11.0,26.0,0.423,4.0,3.0,5.0,0.6,2.0,20.0,22.0,8.0,6.0,1.33,2.0,0.0,12.0,0.0,56.0,0.0,0.0,0.0,0.0,52.2,0.536,49.0,1.0,2.0,0.5,4.0,16.0,0.25,17.85,36.0,14.0,0.5,5.0,5.5,2.0,0.5,0.0,1.5,3.0,0.0,1.0,4.75,12.5,2.75,6.5,0.75,1.25,2.0,6.0,12.25,13.05,4.0,144.0,56.0,8.0,22.0,2.0,0.0,6.0,19.0,50.0,11.0,26.0,3.0,5.0
2021-12-22,2021-22,D.J. Wilson,Toronto Raptors,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,035ebd2d-69d9-4d73-a4b3-519f78071975,679456dd-bc42-4ab3-a4e4-f5dc01e682a9,F,17.0,12.0,496.0,135.0,245.0,0.551,115.0,186.0,0.618,20.0,59.0,0.339,10.0,30.0,42.0,0.714,36.0,157.0,193.0,54.0,37.0,1.46,11.0,21.0,50.0,4.0,338.0,2.0,0.0,2.0,0.0,263.48,0.641,458.0,40.0,50.0,0.8,9.0,28.0,0.321,26.25,29.2,19.9,2.12,9.24,11.35,3.2,0.65,1.24,2.18,2.94,0.12,0.59,7.94,14.41,1.18,3.47,1.76,2.47,6.76,10.94,26.94,15.5,17.0,496.0,338.0,54.0,193.0,11.0,21.0,37.0,135.0,245.0,20.0,59.0,30.0,42.0
2021-12-28,2021-22,Craig Sword,Washington Wizards,10-day contract,2021,2021.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,4f0fdcd7-ccb5-4d4f-8c34-b6cf5ad7ce79,G,28.0,2.0,571.0,80.0,142.0,0.563,66.0,95.0,0.695,14.0,47.0,0.298,9.0,27.0,34.0,0.794,16.0,69.0,85.0,40.0,27.0,1.48,47.0,24.0,85.0,3.0,220.0,1.0,1.0,2.0,0.0,156.96,0.701,320.0,51.0,61.0,0.836,0.0,1.0,0.0,13.84,20.4,7.9,0.57,2.46,3.04,1.4,1.68,0.86,0.96,3.04,0.04,0.32,2.86,5.07,0.5,1.68,0.96,1.21,2.36,3.39,11.43,5.61,28.0,571.0,220.0,40.0,85.0,47.0,24.0,27.0,80.0,142.0,14.0,47.0,27.0,34.0
